#metadata_invoices#;;;;;;;;;;;;;;;
partIndex;1;;;;;;;;;;;;;;
partCreationDate;20/02/2018 22:39;;;;;;;;;;;;;;
totalParts;1;;;;;;;;;;;;;;
totalSubscribers;5000;;;;;;;;;;;;;;
totalInvoices;5000;;;;;;;;;;;;;;
totalSubscriptions;5000;;;;;;;;;;;;;;
formatVersion;1.7.2;;;;;;;;;;;;;;
#globalinvoicedata#;;;;;;;;;;;;;;;
01/03/2018;01/03/2018;18/01/2018;17/02/2018;36/33/4336  3:33:33;17/02/2018 23:59;;;;;;;;;;
28/01/2018 21:02;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;VOICE_MO;3,52693E+12;1;32;32;0.660000;IVA;0.210000;0.138600;0.798600;0.000000;;
30/01/2018 18:41;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34666613361;1;23;23;0.165300;IVA;0.210000;0.034713;0.200013;0.000000;;
31/01/2018 20:49;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;VOICE_MO;3,52693E+12;1;894;894;4.970.000;IVA;0.210000;1.043.700;6.013.700;0.000000;;
03/02/2018 19:55;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;VOICE_MO;3,52693E+12;1;788;788;4.440.000;IVA;0.210000;0.932400;5.372.400;0.000000;;
04/02/2018 21:10;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;VOICE_MO;3,52693E+12;1;432;432;2.660.000;IVA;0.210000;0.558600;3.218.600;0.000000;;
06/02/2018 12:18;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;VOICE_MO;3,52693E+12;1;182;182;1.410.000;IVA;0.210000;0.296100;1.706.100;0.000000;;
08/02/2018 9:49;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;VOICE_MO;3,52693E+12;1;453;453;2.765.000;IVA;0.210000;0.580650;3.345.650;0.000000;;
09/02/2018 15:48;Call_Mo_HomeNetwork_NA_NatFixed_NA_AllDays;Call_Mo_HomeNetwork_NA_NatFixed_NA_AllDays;VOICE_MO;34666613361;1;23;23;0.165300;IVA;0.210000;0.034713;0.200013;0.000000;;
09/02/2018 19:59;Call_Mo_HomeNetwork_NA_NatFixed_NA_AllDays;Call_Mo_HomeNetwork_NA_NatFixed_NA_AllDays;VOICE_MO;34666613361;1;27;27;0.165300;IVA;0.210000;0.034713;0.200013;0.000000;;
09/02/2018 20:00;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;VOICE_MO;3,52693E+12;1;555;555;3.275.000;IVA;0.210000;0.687750;3.962.750;0.000000;;
12/02/2018 10:58;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;VOICE_MO;3,52693E+12;1;668;668;3.840.000;IVA;0.210000;0.806400;4.646.400;0.000000;;
16/02/2018 17:21;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone1_NA_AllDays;VOICE_MO;3,52693E+12;1;432;432;2.660.000;IVA;0.210000;0.558600;3.218.600;0.000000;;
16/02/2018 18:10;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34666613361;1;36;36;0.165300;IVA;0.210000;0.034713;0.200013;0.000000;;
;BarbarossaPostpay;Barbarossa Postpay;producto;;1;807;807;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;Postpago;
;Zerolimites_Postpay;Zerolimites Postpay;producto;;1;807;807;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;Zerolimites;
;October_2014_Refresh_1_Postpay;October 2014 Refresh 1 Postpay;producto;;1;807;807;5.785.120;IVA;0.210000;1.214.875;6.999.995;0.000000;Cuota 1GB + 0 cént/min + 50 min VozDigital;
#subscriber#;;;;;;;;;;;;;;;
87164871;82674676;0;0;0;0000000T;Khalid;Ali;Ousmad;;;;;;ESPA;8940
#billing_account#;;;;;;;;;;;;;;;
1313131;;#¡CAMPO!;ES6410101010101010;first;;;;;;;;;;;
#invoice#;;;;;;;;;;;;;;;
1-201802-001361863816;14.050.000;IVA;0.210000;2.950.000;17.000.000;0.000000;17.000.000;17.000.000;;;;;;;
#subscription#;;;;;;;;;;;;;;;
13131313;S871753154187;60000004;14.049.500;IVA;0.210000;2.950.395;16.999.895;0.000000;18/01/2018;17/02/2018;;;;;
18/01/2018 8:32;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;220;220;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 11:11;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;14;14;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 11:29;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;41;41;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 13:58;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12523E+11;1;32;32;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 13:59;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12523E+11;1;134;134;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 14:34;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;29;29;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 14:39;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12523E+11;1;167;167;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 14:43;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12523E+11;1;100;100;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 14:52;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;133;133;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 16:50;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;186;186;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 17:04;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;VOICE_MO;3422123;1;11;11;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 17:06;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;VOICE_MO;3422123;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 17:31;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;49;49;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 17:33;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;29;29;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 19:21;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;22;22;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 19:21;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;294;294;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 19:26;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12523E+11;1;76;76;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
18/01/2018 19:51;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;251;251;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 7:45;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;30;30;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 7:46;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;45;45;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 8:42;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;21;21;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 8:42;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;202;202;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 9:47;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;21;21;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 14:04;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12523E+11;1;20;20;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 14:04;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12523E+11;1;18;18;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 16:46;Call_Mo_HomeNetwork_NA_IntZone3_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone3_NA_AllDays;VOICE_MO;14172350214;1;861;861;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 19:03;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;37;37;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 19:04;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;7;7;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 19:13;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;63;63;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 20:17;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;33;33;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 20:18;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12541E+11;1;95;95;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 20:27;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;VOICE_MO;3422123;1;48;48;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 20:28;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;VOICE_MO;3422123;1;17;17;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 20:50;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;38;38;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 21:30;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12521E+12;1;14;14;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 21:30;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12521E+12;1;202;202;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 21:34;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12521E+12;1;9;9;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 21:34;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12521E+12;1;11;11;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 21:36;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12521E+12;1;60;60;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 21:38;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12521E+12;1;40;40;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
19/01/2018 21:42;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;21;21;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 9:56;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;19;19;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 9:57;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12521E+12;1;504;504;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 14:54;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;25;25;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 15:00;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;7;7;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 15:13;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;12;12;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 15:20;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;VOICE_MO;3422123;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 15:21;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;18;18;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 16:19;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;40;40;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 16:21;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 16:22;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 17:21;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;67;67;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 17:30;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;44;44;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
20/01/2018 20:33;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;88;88;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
21/01/2018 13:08;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12521E+12;1;1590;1590;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
21/01/2018 19:08;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;117;117;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
21/01/2018 19:11;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;12;12;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
21/01/2018 19:14;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
21/01/2018 19:37;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;VOICE_MO;3422123;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
21/01/2018 21:31;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12521E+12;1;253;253;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
21/01/2018 21:38;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12521E+12;1;239;239;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
22/01/2018 9:46;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
22/01/2018 14:39;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;12;12;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
22/01/2018 19:04;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;118;118;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
22/01/2018 19:10;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;27;27;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
22/01/2018 19:21;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;202;202;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 7:58;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;43;43;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 11:29;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12521E+12;1;271;271;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 13:28;Call_Mo_HomeNetwork_NA_IntZone3_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone3_NA_AllDays;VOICE_MO;14113350214;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 15:55;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;VOICE_MO;3422123;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 17:16;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;93;93;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 17:51;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;192;192;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 17:55;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;40;40;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 18:00;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 18:01;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;32;32;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 19:30;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;27;27;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 19:31;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;5;5;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 19:31;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;9;9;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 19:32;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;2;2;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 20:11;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;1;1;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 20:11;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;5;5;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 20:11;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12554E+11;1;730;730;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 20:36;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12554E+11;1;678;678;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 21:20;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12554E+11;1;155;155;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 21:29;Call_Mo_HomeNetwork_NA_IntZone3_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone3_NA_AllDays;VOICE_MO;14183130271;1;456;456;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 21:56;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;1420;1420;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
23/01/2018 22:37;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;216;216;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 6:24;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;5;5;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 6:25;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;173;173;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 9:11;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;54;54;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
24/01/2018 9:14;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
